date,polyclinic,total_attendance,elderly_attendance,chronic_disease_consultations,medication_refills
2024-02-21,Sengkang,251,117,47,141
2024-02-21,Tampines,203,75,48,86
2024-02-21,Toa Payoh,142,51,13,94
2024-02-21,Woodlands,131,61,36,71
2024-02-21,Yishun,250,118,58,139
2024-02-22,Ang Mo Kio,254,107,76,91
2024-02-22,Bedok,204,49,50,136
2024-02-22,Bukit Batok,286,87,63,168
2024-02-22,Clementi,151,75,37,92
2024-02-22,Geylang,231,90,48,137
2024-02-22,Hougang,157,64,47,75
2024-02-22,Jurong,123,49,26,74
2024-02-22,Kallang,216,40,61,104
2024-02-22,Marine Parade,198,66,44,152
2024-02-22,Pasir Ris,215,105,55,142
2024-02-22,Punggol,220,93,67,135
2024-02-22,Queenstown,314,155,60,182
2024-02-22,Sembawang,219,88,62,148
2024-02-22,Sengkang,132,69,29,71
2024-02-22,Tampines,170,81,40,90
2024-02-22,Toa Payoh,178,39,37,84
2024-02-22,Woodlands,186,86,51,134
2024-02-22,Yishun,251,87,62,149
2024-02-23,Ang Mo Kio,92,25,22,53
2024-02-23,Bedok,225,100,36,146
2024-02-23,Bukit Batok,208,96,63,121
2024-02-23,Clementi,262,81,53,168
2024-02-23,Geylang,181,77,63,115
2024-02-23,Hougang,210,65,34,124
2024-02-23,Jurong,253,93,68,187
2024-02-23,Kallang,270,119,69,120
2024-02-23,Marine Parade,168,62,34,104
2024-02-23,Pasir Ris,295,162,77,199
2024-02-23,Punggol,163,89,28,112
2024-02-23,Queenstown,224,72,53,108
2024-02-23,Sembawang,145,34,41,104
2024-02-23,Sengkang,91,53,22,57
2024-02-23,Tampines,126,67,32,89
2024-02-23,Toa Payoh,261,139,56,151
2024-02-23,Woodlands,169,82,45,119
2024-02-23,Yishun,255,57,80,177
2024-02-24,Ang Mo Kio,127,55,30,84
2024-02-24,Bedok,127,56,32,70
2024-02-24,Bukit Batok,146,97,31,83
2024-02-24,Clementi,116,39,33,77
2024-02-24,Geylang,139,69,40,81
2024-02-24,Hougang,86,41,22,51
2024-02-24,Jurong,123,58,32,70
2024-02-24,Kallang,97,49,27,60
2024-02-24,Marine Parade,50,19,11,26
2024-02-24,Pasir Ris,166,78,45,116
2024-02-24,Punggol,104,36,26,55
2024-02-24,Queenstown,165,57,51,83
2024-02-24,Sembawang,214,129,52,152
2024-02-24,Sengkang,125,62,30,58
2024-02-24,Tampines,50,18,13,36
2024-02-24,Toa Payoh,141,70,32,79
2024-02-24,Woodlands,176,27,44,98
2024-02-24,Yishun,187,64,51,129
2024-02-25,Ang Mo Kio,87,33,19,60
2024-02-25,Bedok,163,61,32,114
2024-02-25,Bukit Batok,137,32,23,88
2024-02-25,Clementi,95,55,19,56
2024-02-25,Geylang,145,47,20,89
2024-02-25,Hougang,113,46,27,70
2024-02-25,Jurong,194,67,43,84
2024-02-25,Kallang,133,58,30,85
2024-02-25,Marine Parade,133,35,35,77
2024-02-25,Pasir Ris,144,49,31,88
2024-02-25,Punggol,131,74,37,85
2024-02-25,Queenstown,133,26,27,71
2024-02-25,Sembawang,130,51,36,81
2024-02-25,Sengkang,180,66,47,114
2024-02-25,Tampines,148,78,42,69
2024-02-25,Toa Payoh,135,53,48,76
2024-02-25,Woodlands,105,46,28,62
2024-02-25,Yishun,132,65,27,74
2024-02-26,Ang Mo Kio,173,88,45,85
2024-02-26,Bedok,151,88,45,103
2024-02-26,Bukit Batok,200,110,38,135
2024-02-26,Clementi,177,66,50,103
2024-02-26,Geylang,178,62,26,120
2024-02-26,Hougang,149,87,35,108
2024-02-26,Jurong,109,51,32,79
2024-02-26,Kallang,123,40,34,75
2024-02-26,Marine Parade,214,77,70,184
2024-02-26,Pasir Ris,205,91,51,149
2024-02-26,Punggol,241,70,52,120
2024-02-26,Queenstown,334,154,73,177
2024-02-26,Sembawang,240,117,69,133
2024-02-26,Sengkang,215,88,43,109
2024-02-26,Tampines,220,92,61,149
2024-02-26,Toa Payoh,274,88,77,184
2024-02-26,Woodlands,184,75,43,149
2024-02-26,Yishun,205,91,48,113
2024-02-27,Ang Mo Kio,134,68,38,76
2024-02-27,Bedok,154,64,34,88
2024-02-27,Bukit Batok,136,57,35,96
2024-02-27,Clementi,192,70,33,136
2024-02-27,Geylang,244,98,44,116
2024-02-27,Hougang,172,85,45,77
2024-02-27,Jurong,220,69,49,153
2024-02-27,Kallang,238,121,59,163
2024-02-27,Marine Parade,170,63,39,102
2024-02-27,Pasir Ris,135,50,43,66
2024-02-27,Punggol,133,36,50,85
2024-02-27,Queenstown,186,75,48,99
2024-02-27,Sembawang,174,66,37,97
2024-02-27,Sengkang,217,65,82,146
2024-02-27,Tampines,136,20,29,90
2024-02-27,Toa Payoh,224,87,49,114
2024-02-27,Woodlands,179,53,41,131
2024-02-27,Yishun,161,74,46,79
2024-02-28,Ang Mo Kio,157,79,31,93
2024-02-28,Bedok,301,149,76,205
2024-02-28,Bukit Batok,197,98,29,115
2024-02-28,Clementi,95,39,22,69
2024-02-28,Geylang,235,81,53,149
2024-02-28,Hougang,171,67,54,88
2024-02-28,Jurong,177,65,72,116
2024-02-28,Kallang,256,122,74,165
2024-02-28,Marine Parade,218,55,58,128
2024-02-28,Pasir Ris,227,89,65,157
2024-02-28,Punggol,54,19,8,33
2024-02-28,Queenstown,184,98,47,101
2024-02-28,Sembawang,246,90,55,157
2024-02-28,Sengkang,280,135,77,245
2024-02-28,Tampines,163,52,41,122
2024-02-28,Toa Payoh,152,87,27,89
2024-02-28,Woodlands,208,64,45,141
2024-02-28,Yishun,272,51,70,160
2024-02-29,Ang Mo Kio,205,75,38,154
2024-02-29,Bedok,257,100,57,138
2024-02-29,Bukit Batok,70,30,20,42
2024-02-29,Clementi,195,80,40,107
2024-02-29,Geylang,191,89,60,110
2024-02-29,Hougang,147,59,51,74
2024-02-29,Jurong,244,130,56,129
2024-02-29,Kallang,228,99,64,184
2024-02-29,Marine Parade,208,58,52,129
2024-02-29,Pasir Ris,263,100,60,121
2024-02-29,Punggol,227,166,54,146
2024-02-29,Queenstown,172,46,46,103
2024-02-29,Sembawang,80,44,21,48
2024-02-29,Sengkang,178,78,48,113
2024-02-29,Tampines,253,133,88,130
2024-02-29,Toa Payoh,171,74,36,92
2024-02-29,Woodlands,223,109,69,129
2024-02-29,Yishun,223,94,55,115
2024-03-01,Ang Mo Kio,152,70,31,64
2024-03-01,Bedok,198,108,21,113
2024-03-01,Bukit Batok,233,50,55,113
2024-03-01,Clementi,149,53,28,71
2024-03-01,Geylang,197,122,56,138
2024-03-01,Hougang,239,78,63,169
2024-03-01,Jurong,241,101,66,203
2024-03-01,Kallang,241,88,59,119
2024-03-01,Marine Parade,317,177,80,259
2024-03-01,Pasir Ris,231,82,68,147
2024-03-01,Punggol,241,63,50,180
2024-03-01,Queenstown,284,153,102,186
2024-03-01,Sembawang,225,69,49,90
2024-03-01,Sengkang,183,35,55,116
2024-03-01,Tampines,98,37,34,57
2024-03-01,Toa Payoh,150,33,24,98
2024-03-01,Woodlands,178,64,40,104
2024-03-01,Yishun,138,59,24,72
2024-03-02,Ang Mo Kio,175,76,49,142
2024-03-02,Bedok,137,55,32,76
2024-03-02,Bukit Batok,104,42,27,66
2024-03-02,Clementi,142,69,35,79
2024-03-02,Geylang,107,26,34,56
2024-03-02,Hougang,107,38,25,81
2024-03-02,Jurong,128,84,32,103
2024-03-02,Kallang,171,74,56,121
2024-03-02,Marine Parade,162,102,36,81
2024-03-02,Pasir Ris,116,66,37,63
2024-03-02,Punggol,57,21,11,31
2024-03-02,Queenstown,103,24,35,54
2024-03-02,Sembawang,189,71,36,123
2024-03-02,Sengkang,126,47,32,65
2024-03-02,Tampines,83,32,24,42
2024-03-02,Toa Payoh,145,79,35,88
2024-03-02,Woodlands,141,46,28,70
2024-03-02,Yishun,152,72,44,85
2024-03-03,Ang Mo Kio,178,76,45,47
2024-03-03,Bedok,111,27,31,67
2024-03-03,Bukit Batok,102,43,18,50
2024-03-03,Clementi,115,52,36,62
2024-03-03,Geylang,186,75,48,110
2024-03-03,Hougang,133,59,38,68
2024-03-03,Jurong,133,75,34,83
2024-03-03,Kallang,180,62,44,122
2024-03-03,Marine Parade,183,29,39,91
2024-03-03,Pasir Ris,135,41,38,83
2024-03-03,Punggol,171,84,48,96
2024-03-03,Queenstown,143,50,25,99
2024-03-03,Sembawang,137,34,37,79
2024-03-03,Sengkang,67,17,14,41
2024-03-03,Tampines,167,79,46,99
2024-03-03,Toa Payoh,200,93,52,131
2024-03-03,Woodlands,126,49,18,70
2024-03-03,Yishun,201,83,51,140
2024-03-04,Ang Mo Kio,217,69,54,105
2024-03-04,Bedok,209,66,61,114
2024-03-04,Bukit Batok,158,61,42,75
2024-03-04,Clementi,173,71,54,60
2024-03-04,Geylang,230,83,51,122
2024-03-04,Hougang,181,83,40,138
2024-03-04,Jurong,231,96,55,166
2024-03-04,Kallang,266,75,57,176
2024-03-04,Marine Parade,246,91,52,149
2024-03-04,Pasir Ris,273,110,50,166
2024-03-04,Punggol,239,93,74,164
2024-03-04,Queenstown,196,79,30,141
2024-03-04,Sembawang,183,65,40,118
2024-03-04,Sengkang,143,43,35,76
2024-03-04,Tampines,216,73,71,144
2024-03-04,Toa Payoh,234,79,86,130
2024-03-04,Woodlands,164,77,42,84
2024-03-04,Yishun,309,153,77,259
2024-03-05,Ang Mo Kio,240,95,87,159
2024-03-05,Bedok,230,83,58,128
2024-03-05,Bukit Batok,271,64,86,138
2024-03-05,Clementi,197,72,44,131
2024-03-05,Geylang,199,66,51,105
2024-03-05,Hougang,173,43,39,112
2024-03-05,Jurong,201,116,76,111
2024-03-05,Kallang,158,81,42,112
2024-03-05,Marine Parade,219,83,52,140
2024-03-05,Pasir Ris,189,98,34,136
2024-03-05,Punggol,106,43,24,47
2024-03-05,Queenstown,96,27,24,51
2024-03-05,Sembawang,147,78,27,98
2024-03-05,Sengkang,155,44,34,102
2024-03-05,Tampines,131,56,26,68
2024-03-05,Toa Payoh,220,135,44,147
2024-03-05,Woodlands,184,64,55,94
2024-03-05,Yishun,142,63,46,95
2024-03-06,Ang Mo Kio,129,43,38,97
2024-03-06,Bedok,211,72,70,125
2024-03-06,Bukit Batok,169,54,32,149
2024-03-06,Clementi,271,90,91,177
2024-03-06,Geylang,223,73,50,132
2024-03-06,Hougang,101,35,25,73
2024-03-06,Jurong,169,81,24,121
2024-03-06,Kallang,154,63,41,95
2024-03-06,Marine Parade,194,53,39,135
2024-03-06,Pasir Ris,170,66,29,116
2024-03-06,Punggol,134,65,26,93
2024-03-06,Queenstown,200,68,66,118
2024-03-06,Sembawang,181,88,31,62
2024-03-06,Sengkang,257,81,75,155
2024-03-06,Tampines,141,64,32,69
2024-03-06,Toa Payoh,147,33,39,74
2024-03-06,Woodlands,198,75,40,88
2024-03-06,Yishun,326,128,111,233
2024-03-07,Ang Mo Kio,183,76,47,143
2024-03-07,Bedok,241,76,64,163
2024-03-07,Bukit Batok,141,63,44,72
2024-03-07,Clementi,164,84,38,82
2024-03-07,Geylang,244,111,62,173
2024-03-07,Hougang,259,101,90,196
2024-03-07,Jurong,100,29,13,56
2024-03-07,Kallang,139,44,42,59
2024-03-07,Marine Parade,206,84,50,126
2024-03-07,Pasir Ris,88,28,28,42
2024-03-07,Punggol,283,73,49,142
2024-03-07,Queenstown,256,88,68,155
2024-03-07,Sembawang,197,103,56,95
2024-03-07,Sengkang,186,106,49,83
2024-03-07,Tampines,128,62,36,65
2024-03-07,Toa Payoh,237,132,76,180
2024-03-07,Woodlands,227,86,52,135
2024-03-07,Yishun,156,56,48,68
2024-03-08,Ang Mo Kio,122,58,28,49
2024-03-08,Bedok,196,74,44,131
2024-03-08,Bukit Batok,133,53,31,80
2024-03-08,Clementi,113,39,28,73
2024-03-08,Geylang,292,140,79,212
2024-03-08,Hougang,184,102,56,102
2024-03-08,Jurong,296,131,106,186
2024-03-08,Kallang,171,55,39,92
2024-03-08,Marine Parade,263,104,44,163
2024-03-08,Pasir Ris,206,72,54,122
2024-03-08,Punggol,231,105,61,108
2024-03-08,Queenstown,305,74,74,149
2024-03-08,Sembawang,219,90,52,164
2024-03-08,Sengkang,255,93,74,192
2024-03-08,Tampines,255,98,43,161
2024-03-08,Toa Payoh,233,75,58,137
2024-03-08,Woodlands,269,157,83,159
2024-03-08,Yishun,257,119,63,207
2024-03-09,Ang Mo Kio,114,52,33,65
2024-03-09,Bedok,159,78,41,102
2024-03-09,Bukit Batok,143,68,34,81
2024-03-09,Clementi,140,72,22,71
2024-03-09,Geylang,219,93,50,148
2024-03-09,Hougang,112,21,29,59
2024-03-09,Jurong,143,61,36,61
2024-03-09,Kallang,140,62,25,62
2024-03-09,Marine Parade,102,48,15,69
2024-03-09,Pasir Ris,153,57,26,79
2024-03-09,Punggol,167,87,33,119
2024-03-09,Queenstown,164,65,34,88
2024-03-09,Sembawang,203,84,64,126
2024-03-09,Sengkang,124,56,44,66
2024-03-09,Tampines,171,71,30,77
2024-03-09,Toa Payoh,124,53,36,54
2024-03-09,Woodlands,162,62,40,106
2024-03-09,Yishun,201,86,36,116
2024-03-10,Ang Mo Kio,169,82,47,92
2024-03-10,Bedok,92,42,17,61
2024-03-10,Bukit Batok,164,57,40,101
2024-03-10,Clementi,118,30,29,71
2024-03-10,Geylang,187,60,56,90
2024-03-10,Hougang,92,34,18,42
2024-03-10,Jurong,208,73,76,104
2024-03-10,Kallang,80,42,17,49
2024-03-10,Marine Parade,92,36,16,54
2024-03-10,Pasir Ris,123,52,34,76
2024-03-10,Punggol,155,60,35,100
2024-03-10,Queenstown,136,53,36,67
2024-03-10,Sembawang,190,71,48,113
2024-03-10,Sengkang,162,70,40,120
2024-03-10,Tampines,50,26,14,20
2024-03-10,Toa Payoh,172,87,47,76
2024-03-10,Woodlands,163,81,36,104
2024-03-10,Yishun,127,62,29,68
2024-03-11,Ang Mo Kio,198,52,48,125
2024-03-11,Bedok,243,103,43,178
2024-03-11,Bukit Batok,271,111,57,148
2024-03-11,Clementi,189,80,44,97
2024-03-11,Geylang,251,106,49,157
2024-03-11,Hougang,208,68,64,127
2024-03-11,Jurong,189,74,51,112
2024-03-11,Kallang,195,98,34,92
2024-03-11,Marine Parade,238,152,69,187
2024-03-11,Pasir Ris,178,59,48,123
2024-03-11,Punggol,134,50,33,71
2024-03-11,Queenstown,171,82,46,116
2024-03-11,Sembawang,216,67,58,109
2024-03-11,Sengkang,184,54,40,112
2024-03-11,Tampines,177,55,54,104
2024-03-11,Toa Payoh,173,50,27,99
2024-03-11,Woodlands,131,61,32,99
2024-03-11,Yishun,211,69,32,143
2024-03-12,Ang Mo Kio,135,48,45,89
2024-03-12,Bedok,219,108,64,166
2024-03-12,Bukit Batok,169,61,34,100
2024-03-12,Clementi,193,43,41,143
2024-03-12,Geylang,212,99,51,87
2024-03-12,Hougang,193,97,36,130
2024-03-12,Jurong,114,45,31,64
2024-03-12,Kallang,323,113,71,200
2024-03-12,Marine Parade,162,41,31,109
2024-03-12,Pasir Ris,184,104,41,123
2024-03-12,Punggol,225,79,46,96
2024-03-12,Queenstown,227,118,38,127
2024-03-12,Sembawang,166,75,38,121
2024-03-12,Sengkang,180,49,40,101
2024-03-12,Tampines,226,81,61,117
2024-03-12,Toa Payoh,185,59,38,134
2024-03-12,Woodlands,164,59,49,110
2024-03-12,Yishun,282,126,62,227
2024-03-13,Ang Mo Kio,229,88,57,141
2024-03-13,Bedok,188,49,62,112
2024-03-13,Bukit Batok,209,127,45,139
2024-03-13,Clementi,160,69,41,108
2024-03-13,Geylang,260,88,83,194
2024-03-13,Hougang,187,74,42,106
2024-03-13,Jurong,139,66,20,73
2024-03-13,Kallang,197,104,43,126
2024-03-13,Marine Parade,195,96,52,133
2024-03-13,Pasir Ris,172,51,46,94
2024-03-13,Punggol,201,86,62,136
2024-03-13,Queenstown,165,47,55,72
2024-03-13,Sembawang,177,82,58,102
2024-03-13,Sengkang,201,62,51,97
2024-03-13,Tampines,162,77,36,112
2024-03-13,Toa Payoh,192,50,59,89
2024-03-13,Woodlands,169,64,50,92
2024-03-13,Yishun,153,63,36,84
2024-03-14,Ang Mo Kio,210,58,34,170
2024-03-14,Bedok,205,85,43,141
2024-03-14,Bukit Batok,173,20,38,98
2024-03-14,Clementi,191,72,41,100
2024-03-14,Geylang,185,43,28,112
2024-03-14,Hougang,205,100,48,98
2024-03-14,Jurong,103,32,27,76
2024-03-14,Kallang,202,56,41,104
2024-03-14,Marine Parade,179,91,55,104
2024-03-14,Pasir Ris,209,66,34,162
2024-03-14,Punggol,83,17,28,49
2024-03-14,Queenstown,143,66,41,66
2024-03-14,Sembawang,173,84,36,108
2024-03-14,Sengkang,271,43,63,169
2024-03-14,Tampines,110,38,33,58
2024-03-14,Toa Payoh,125,64,34,74
2024-03-14,Woodlands,195,98,51,129
2024-03-14,Yishun,165,34,46,117
2024-03-15,Ang Mo Kio,188,91,43,111
2024-03-15,Bedok,287,106,66,118
2024-03-15,Bukit Batok,234,76,60,133
2024-03-15,Clementi,177,68,43,127
2024-03-15,Geylang,276,128,86,189
2024-03-15,Hougang,224,122,41,119
2024-03-15,Jurong,158,58,44,77
2024-03-15,Kallang,225,76,52,139
2024-03-15,Marine Parade,284,93,69,139
2024-03-15,Pasir Ris,163,47,42,104
2024-03-15,Punggol,234,75,64,143
2024-03-15,Queenstown,197,54,50,121
2024-03-15,Sembawang,205,90,58,100
2024-03-15,Sengkang,189,85,44,131
2024-03-15,Tampines,204,41,59,120
2024-03-15,Toa Payoh,111,41,20,74
2024-03-15,Woodlands,198,60,57,127
2024-03-15,Yishun,188,51,39,96
2024-03-16,Ang Mo Kio,166,38,41,95
2024-03-16,Bedok,176,74,48,96
2024-03-16,Bukit Batok,96,35,27,65
2024-03-16,Clementi,124,38,24,72
2024-03-16,Geylang,144,78,36,95
2024-03-16,Hougang,112,45,28,65
2024-03-16,Jurong,139,57,38,99
2024-03-16,Kallang,60,30,9,37
2024-03-16,Marine Parade,222,87,57,126
2024-03-16,Pasir Ris,163,71,35,95
2024-03-16,Punggol,100,38,22,61
2024-03-16,Queenstown,115,43,28,69
2024-03-16,Sembawang,149,57,31,90
2024-03-16,Sengkang,133,66,40,61
2024-03-16,Tampines,161,77,29,105
2024-03-16,Toa Payoh,171,52,40,105
2024-03-16,Woodlands,159,47,48,63
2024-03-16,Yishun,186,84,40,127
2024-03-17,Ang Mo Kio,103,42,26,64
2024-03-17,Bedok,110,38,28,58
2024-03-17,Bukit Batok,149,50,44,112
2024-03-17,Clementi,129,63,30,65
2024-03-17,Geylang,125,51,20,82
2024-03-17,Hougang,143,71,40,87
2024-03-17,Jurong,127,70,45,71
2024-03-17,Kallang,176,57,38,98
2024-03-17,Marine Parade,163,47,53,113
2024-03-17,Pasir Ris,163,60,47,50
2024-03-17,Punggol,155,64,24,99
2024-03-17,Queenstown,160,34,30,129
2024-03-17,Sembawang,133,66,40,85
2024-03-17,Sengkang,175,33,41,51
2024-03-17,Tampines,78,26,16,47
2024-03-17,Toa Payoh,139,57,35,88
2024-03-17,Woodlands,106,34,26,63
2024-03-17,Yishun,102,51,29,52
2024-03-18,Ang Mo Kio,189,113,48,120
2024-03-18,Bedok,169,62,55,103
2024-03-18,Bukit Batok,196,78,73,118
2024-03-18,Clementi,158,52,45,72
2024-03-18,Geylang,222,72,34,111
2024-03-18,Hougang,201,108,59,114
2024-03-18,Jurong,248,90,43,149
2024-03-18,Kallang,124,59,35,63
2024-03-18,Marine Parade,207,85,60,98
2024-03-18,Pasir Ris,229,61,66,161
2024-03-18,Punggol,166,86,28,117
2024-03-18,Queenstown,271,117,65,171
2024-03-18,Sembawang,169,111,37,123
2024-03-18,Sengkang,162,90,56,103
2024-03-18,Tampines,214,65,41,134
2024-03-18,Toa Payoh,272,93,98,146
2024-03-18,Woodlands,211,89,51,83
2024-03-18,Yishun,169,70,41,112
2024-03-19,Ang Mo Kio,237,89,47,178
2024-03-19,Bedok,132,44,27,89
2024-03-19,Bukit Batok,265,101,69,170
2024-03-19,Clementi,290,64,83,184
2024-03-19,Geylang,181,78,51,119
2024-03-19,Hougang,307,126,77,178
2024-03-19,Jurong,227,90,56,136
2024-03-19,Kallang,193,65,52,110
2024-03-19,Marine Parade,230,94,53,173
2024-03-19,Pasir Ris,194,89,41,77
2024-03-19,Punggol,171,31,40,127
2024-03-19,Queenstown,154,29,50,85
2024-03-19,Sembawang,199,95,54,134
2024-03-19,Sengkang,245,55,43,175
2024-03-19,Tampines,160,53,29,89
2024-03-19,Toa Payoh,182,55,35,114
2024-03-19,Woodlands,159,53,22,126
2024-03-19,Yishun,247,86,50,148
2024-03-20,Ang Mo Kio,199,54,24,108
2024-03-20,Bedok,121,50,31,60
2024-03-20,Bukit Batok,173,99,49,95
2024-03-20,Clementi,314,88,65,184
2024-03-20,Geylang,123,71,31,64
2024-03-20,Hougang,222,92,52,106
2024-03-20,Jurong,128,79,23,98
2024-03-20,Kallang,157,75,42,104
2024-03-20,Marine Parade,236,56,51,109
2024-03-20,Pasir Ris,209,55,31,120
2024-03-20,Punggol,89,37,16,45
2024-03-20,Queenstown,85,48,15,47
2024-03-20,Sembawang,110,34,37,69
2024-03-20,Sengkang,163,64,36,96
2024-03-20,Tampines,237,86,61,147
2024-03-20,Toa Payoh,183,59,40,122
2024-03-20,Woodlands,239,68,56,125
2024-03-20,Yishun,239,84,86,148
2024-03-21,Ang Mo Kio,259,77,64,171
2024-03-21,Bedok,148,59,44,83
2024-03-21,Bukit Batok,157,91,30,96
2024-03-21,Clementi,164,50,47,95
2024-03-21,Geylang,220,38,60,116
2024-03-21,Hougang,106,62,29,66
2024-03-21,Jurong,262,111,55,152
2024-03-21,Kallang,166,58,31,83
2024-03-21,Marine Parade,244,105,54,121
2024-03-21,Pasir Ris,179,41,45,124
2024-03-21,Punggol,318,92,93,168
2024-03-21,Queenstown,143,41,36,72
2024-03-21,Sembawang,169,60,35,87
2024-03-21,Sengkang,78,31,19,40
2024-03-21,Tampines,218,117,54,159
2024-03-21,Toa Payoh,311,203,59,149
2024-03-21,Woodlands,177,73,58,117
2024-03-21,Yishun,139,47,34,62
2024-03-22,Ang Mo Kio,200,56,33,101
2024-03-22,Bedok,220,96,56,153
2024-03-22,Bukit Batok,244,102,61,149
2024-03-22,Clementi,192,35,58,122
2024-03-22,Geylang,139,75,30,81
2024-03-22,Hougang,251,105,79,141
2024-03-22,Jurong,284,91,89,106
2024-03-22,Kallang,144,61,33,85
2024-03-22,Marine Parade,202,56,39,125
2024-03-22,Pasir Ris,166,88,39,111
2024-03-22,Punggol,222,75,33,159
2024-03-22,Queenstown,151,54,36,89
2024-03-22,Sembawang,248,99,60,174
2024-03-22,Sengkang,230,75,44,119
2024-03-22,Tampines,197,54,50,115
2024-03-22,Toa Payoh,72,18,7,40
2024-03-22,Woodlands,253,53,46,147
2024-03-22,Yishun,146,42,40,80
2024-03-23,Ang Mo Kio,87,16,31,62
2024-03-23,Bedok,124,50,27,80
2024-03-23,Bukit Batok,110,38,30,81
2024-03-23,Clementi,165,86,38,88
2024-03-23,Geylang,72,29,19,41
2024-03-23,Hougang,112,58,31,81
2024-03-23,Jurong,106,34,32,63
2024-03-23,Kallang,120,42,29,84
2024-03-23,Marine Parade,134,64,36,68
2024-03-23,Pasir Ris,109,38,19,59
2024-03-23,Punggol,192,76,40,151
2024-03-23,Queenstown,107,32,33,71
2024-03-23,Sembawang,135,65,35,64
2024-03-23,Sengkang,56,19,17,31
2024-03-23,Tampines,156,65,25,87
2024-03-23,Toa Payoh,152,48,35,97
2024-03-23,Woodlands,142,71,38,71
2024-03-23,Yishun,123,49,38,67
2024-03-24,Ang Mo Kio,79,35,16,37
2024-03-24,Bedok,140,69,30,90
2024-03-24,Bukit Batok,163,78,34,79
2024-03-24,Clementi,105,50,29,52
2024-03-24,Geylang,214,62,64,160
2024-03-24,Hougang,143,46,30,82
2024-03-24,Jurong,177,49,27,112
2024-03-24,Kallang,160,95,28,93
2024-03-24,Marine Parade,180,74,43,122
2024-03-24,Pasir Ris,119,57,22,53
2024-03-24,Punggol,130,18,33,55
2024-03-24,Queenstown,149,62,36,95
2024-03-24,Sembawang,147,54,50,93
2024-03-24,Sengkang,167,84,47,134
2024-03-24,Tampines,145,57,31,83
2024-03-24,Toa Payoh,114,53,23,69
2024-03-24,Woodlands,159,65,32,106
2024-03-24,Yishun,137,15,27,101
2024-03-25,Ang Mo Kio,274,124,79,143
2024-03-25,Bedok,186,97,50,112
2024-03-25,Bukit Batok,190,98,58,126
2024-03-25,Clementi,203,73,57,99
2024-03-25,Geylang,155,39,48,81
2024-03-25,Hougang,220,85,86,141
2024-03-25,Jurong,106,54,24,61
2024-03-25,Kallang,166,69,43,88
2024-03-25,Marine Parade,174,71,23,79
2024-03-25,Pasir Ris,283,122,63,121
2024-03-25,Punggol,197,98,75,155
2024-03-25,Queenstown,155,54,27,79
2024-03-25,Sembawang,189,68,66,88
2024-03-25,Sengkang,197,38,52,91
2024-03-25,Tampines,255,94,45,99
2024-03-25,Toa Payoh,151,64,40,83
2024-03-25,Woodlands,246,70,25,154
2024-03-25,Yishun,264,139,48,144
2024-03-26,Ang Mo Kio,236,79,60,124
2024-03-26,Bedok,145,45,43,87
2024-03-26,Bukit Batok,263,118,86,179
2024-03-26,Clementi,237,91,94,144
2024-03-26,Geylang,101,43,20,70
2024-03-26,Hougang,236,89,48,145
2024-03-26,Jurong,167,79,46,149
2024-03-26,Kallang,177,65,42,104
2024-03-26,Marine Parade,251,93,87,165
2024-03-26,Pasir Ris,175,57,52,105
2024-03-26,Punggol,200,68,49,107
2024-03-26,Queenstown,268,126,64,155
2024-03-26,Sembawang,204,81,41,83
2024-03-26,Sengkang,160,61,34,109
2024-03-26,Tampines,188,110,41,115
2024-03-26,Toa Payoh,185,82,56,122
2024-03-26,Woodlands,98,44,19,55
2024-03-26,Yishun,234,67,72,132
2024-03-27,Ang Mo Kio,308,125,103,221
2024-03-27,Bedok,169,45,43,91
2024-03-27,Bukit Batok,278,104,65,127
2024-03-27,Clementi,220,62,59,144
2024-03-27,Geylang,162,80,38,73
2024-03-27,Hougang,277,85,76,177
2024-03-27,Jurong,219,95,44,168
2024-03-27,Kallang,247,110,45,124
2024-03-27,Marine Parade,232,46,61,108
2024-03-27,Pasir Ris,156,40,40,111
2024-03-27,Punggol,217,96,56,145
2024-03-27,Queenstown,223,28,65,151
2024-03-27,Sembawang,181,36,47,114
2024-03-27,Sengkang,177,74,53,148
2024-03-27,Tampines,207,89,43,113
2024-03-27,Toa Payoh,193,99,56,153
2024-03-27,Woodlands,125,33,38,93
2024-03-27,Yishun,201,-9,42,127
2024-03-28,Ang Mo Kio,155,64,53,115
2024-03-28,Bedok,240,94,54,162
2024-03-28,Bukit Batok,201,81,34,106
2024-03-28,Clementi,237,68,62,151
2024-03-28,Geylang,223,101,62,119
2024-03-28,Hougang,126,39,36,60
2024-03-28,Jurong,147,43,23,71
2024-03-28,Kallang,250,82,40,137
2024-03-28,Marine Parade,225,48,66,102
2024-03-28,Pasir Ris,180,64,39,106
2024-03-28,Punggol,238,94,52,153
2024-03-28,Queenstown,210,69,52,110
2024-03-28,Sembawang,156,74,42,105
2024-03-28,Sengkang,231,71,69,131
2024-03-28,Tampines,246,95,65,156
2024-03-28,Toa Payoh,240,56,41,160
2024-03-28,Woodlands,217,69,58,99
2024-03-28,Yishun,363,192,102,220
2024-03-29,Ang Mo Kio,169,45,41,86
2024-03-29,Bedok,159,41,41,89
2024-03-29,Bukit Batok,226,100,59,195
2024-03-29,Clementi,241,66,65,143
2024-03-29,Geylang,132,34,35,88
2024-03-29,Hougang,147,73,38,105
2024-03-29,Jurong,254,97,84,123
2024-03-29,Kallang,319,99,78,173
